decision_id	run_accession	study_accession	sample_accession	identity_status	protocol_status	evidence	reference	review_date
REV2_ERR4184082	ERR4184082	PRJEB38542	SAMEA6870283	target	bulk_confirmed	Sample attributes: cell_type=CHO DUKX B11; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6870283;https://www.ebi.ac.uk/ena/browser/api/xml/ERX4147373;https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/biot.202000350	2026-09-14
REV2_ERR4184083	ERR4184083	PRJEB38542	SAMEA6870284	target	bulk_confirmed	Sample attributes: cell_type=CHO DUKX B11; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6870284;https://www.ebi.ac.uk/ena/browser/api/xml/ERX4147374;https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/biot.202000350	2026-09-14
REV2_SRR10493804	SRR10493804	PRJNA590486	SAMN13327513	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327513;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182892	2026-09-14
REV2_SRR10493805	SRR10493805	PRJNA590486	SAMN13327508	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327508;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182893	2026-09-14
REV2_SRR10493806	SRR10493806	PRJNA590486	SAMN13327506	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327506;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182894	2026-09-14
REV2_SRR10493807	SRR10493807	PRJNA590486	SAMN13327504	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327504;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182895	2026-09-14
REV2_SRR10493808	SRR10493808	PRJNA590486	SAMN13327503	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327503;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182896	2026-09-14
REV2_SRR10493809	SRR10493809	PRJNA590486	SAMN13327512	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327512;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182897	2026-09-14
REV2_SRR10493810	SRR10493810	PRJNA590486	SAMN13327510	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327510;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182898	2026-09-14
REV2_SRR10493811	SRR10493811	PRJNA590486	SAMN13327509	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327509;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182899	2026-09-14
REV2_SRR10493812	SRR10493812	PRJNA590486	SAMN13327501	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327501;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182900	2026-09-14
REV2_SRR10493813	SRR10493813	PRJNA590486	SAMN13327500	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327500;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182901	2026-09-14
REV2_SRR10493814	SRR10493814	PRJNA590486	SAMN13327498	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327498;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182902	2026-09-14
REV2_SRR10493816	SRR10493816	PRJNA590486	SAMN13327545	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327545;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182904	2026-09-14
REV2_SRR10493817	SRR10493817	PRJNA590486	SAMN13327544	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327544;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182905	2026-09-14
REV2_SRR10493818	SRR10493818	PRJNA590486	SAMN13327543	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327543;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182906	2026-09-14
REV2_SRR10493819	SRR10493819	PRJNA590486	SAMN13327542	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327542;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182907	2026-09-14
REV2_SRR10493846	SRR10493846	PRJNA590485	SAMN13327598	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327598;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182934	2026-09-14
REV2_SRR10493847	SRR10493847	PRJNA590485	SAMN13327597	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327597;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182935	2026-09-14
REV2_SRR10493848	SRR10493848	PRJNA590485	SAMN13327596	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327596;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182936	2026-09-14
REV2_SRR10493849	SRR10493849	PRJNA590485	SAMN13327595	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327595;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182937	2026-09-14
REV2_SRR10493850	SRR10493850	PRJNA590485	SAMN13327594	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327594;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182938	2026-09-14
REV2_SRR10493851	SRR10493851	PRJNA590485	SAMN13327593	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327593;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182939	2026-09-14
REV2_SRR10493852	SRR10493852	PRJNA590485	SAMN13327592	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327592;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182940	2026-09-14
REV2_SRR10493853	SRR10493853	PRJNA590485	SAMN13327591	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327591;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182941	2026-09-14
REV2_SRR10493854	SRR10493854	PRJNA590485	SAMN13327590	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327590;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182942	2026-09-14
REV2_SRR10493855	SRR10493855	PRJNA590485	SAMN13327589	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327589;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182943	2026-09-14
REV2_SRR10493856	SRR10493856	PRJNA590485	SAMN13327549	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327549;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182944	2026-09-14
REV2_SRR10493857	SRR10493857	PRJNA590485	SAMN13327588	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327588;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182945	2026-09-14
REV2_SRR10493858	SRR10493858	PRJNA590485	SAMN13327587	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327587;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182946	2026-09-14
REV2_SRR10493859	SRR10493859	PRJNA590485	SAMN13327586	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327586;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182947	2026-09-14
REV2_SRR10493860	SRR10493860	PRJNA590485	SAMN13327585	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327585;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182948	2026-09-14
REV2_SRR10493861	SRR10493861	PRJNA590485	SAMN13327584	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327584;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182949	2026-09-14
REV2_SRR10493862	SRR10493862	PRJNA590485	SAMN13327583	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327583;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182950	2026-09-14
REV2_SRR10493863	SRR10493863	PRJNA590485	SAMN13327582	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327582;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182951	2026-09-14
REV2_SRR10493864	SRR10493864	PRJNA590485	SAMN13327581	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327581;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182952	2026-09-14
REV2_SRR10493865	SRR10493865	PRJNA590485	SAMN13327579	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327579;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182953	2026-09-14
REV2_SRR10493866	SRR10493866	PRJNA590485	SAMN13327577	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327577;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182954	2026-09-14
REV2_SRR10493867	SRR10493867	PRJNA590485	SAMN13327575	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327575;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182955	2026-09-14
REV2_SRR10493868	SRR10493868	PRJNA590485	SAMN13327574	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327574;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182956	2026-09-14
REV2_SRR10493869	SRR10493869	PRJNA590485	SAMN13327572	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327572;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182957	2026-09-14
REV2_SRR10493870	SRR10493870	PRJNA590485	SAMN13327571	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327571;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182958	2026-09-14
REV2_SRR10493871	SRR10493871	PRJNA590485	SAMN13327568	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327568;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182959	2026-09-14
REV2_SRR10493872	SRR10493872	PRJNA590485	SAMN13327566	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327566;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182960	2026-09-14
REV2_SRR10493873	SRR10493873	PRJNA590485	SAMN13327565	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327565;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182961	2026-09-14
REV2_SRR10493874	SRR10493874	PRJNA590485	SAMN13327563	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327563;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182962	2026-09-14
REV2_SRR10493875	SRR10493875	PRJNA590485	SAMN13327561	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327561;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182963	2026-09-14
REV2_SRR10493876	SRR10493876	PRJNA590485	SAMN13327560	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327560;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182964	2026-09-14
REV2_SRR10493877	SRR10493877	PRJNA590485	SAMN13327558	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327558;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182965	2026-09-14
REV2_SRR10493878	SRR10493878	PRJNA590485	SAMN13327555	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327555;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182966	2026-09-14
REV2_SRR10493879	SRR10493879	PRJNA590485	SAMN13327553	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327553;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182967	2026-09-14
REV2_SRR10493880	SRR10493880	PRJNA590485	SAMN13327552	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327552;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182968	2026-09-14
REV2_SRR10493881	SRR10493881	PRJNA590485	SAMN13327551	target	bulk_confirmed	Sample attributes: source_name=CHO suspension culture; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN13327551;https://www.ebi.ac.uk/ena/browser/api/xml/SRX7182969	2026-09-14
REV2_SRR14860925	SRR14860925	PRJNA739051	SAMN19770454	target	bulk_confirmed	Sample attributes: strain=CHO-K1 derivative; tissue=AstraZeneca proprietary CHO host, derivative of CHO-K1,; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN19770454;https://www.ebi.ac.uk/ena/browser/api/xml/SRX11178688	2026-09-14
REV2_SRR14860926	SRR14860926	PRJNA739051	SAMN19770453	target	bulk_confirmed	Sample attributes: strain=CHO-K1 derivative; tissue=AstraZeneca proprietary CHO host, derivative of CHO-K1,; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN19770453;https://www.ebi.ac.uk/ena/browser/api/xml/SRX11178687	2026-09-14
REV2_SRR14860927	SRR14860927	PRJNA739051	SAMN19770453	target	bulk_confirmed	Sample attributes: strain=CHO-K1 derivative; tissue=AstraZeneca proprietary CHO host, derivative of CHO-K1,; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN19770453;https://www.ebi.ac.uk/ena/browser/api/xml/SRX11178686	2026-09-14
REV2_SRR14860928	SRR14860928	PRJNA739051	SAMN19770453	target	bulk_confirmed	Sample attributes: strain=CHO-K1 derivative; tissue=AstraZeneca proprietary CHO host, derivative of CHO-K1,; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN19770453;https://www.ebi.ac.uk/ena/browser/api/xml/SRX11178685	2026-09-14
REV2_SRR14860929	SRR14860929	PRJNA739051	SAMN19770452	target	bulk_confirmed	Sample attributes: strain=CHO-K1 derivative; tissue=AstraZeneca proprietary CHO host, derivative of CHO-K1,; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN19770452;https://www.ebi.ac.uk/ena/browser/api/xml/SRX11178684	2026-09-14
REV2_SRR14860930	SRR14860930	PRJNA739051	SAMN19770452	target	bulk_confirmed	Sample attributes: strain=CHO-K1 derivative; tissue=AstraZeneca proprietary CHO host, derivative of CHO-K1,; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN19770452;https://www.ebi.ac.uk/ena/browser/api/xml/SRX11178683	2026-09-14
REV2_SRR14860931	SRR14860931	PRJNA739051	SAMN19770452	target	bulk_confirmed	Sample attributes: strain=CHO-K1 derivative; tissue=AstraZeneca proprietary CHO host, derivative of CHO-K1,; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN19770452;https://www.ebi.ac.uk/ena/browser/api/xml/SRX11178682	2026-09-14
REV2_SRR14860932	SRR14860932	PRJNA739051	SAMN19770451	target	bulk_confirmed	Sample attributes: strain=CHO-K1 derivative; tissue=AstraZeneca proprietary CHO host, derivative of CHO-K1,; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN19770451;https://www.ebi.ac.uk/ena/browser/api/xml/SRX11178681	2026-09-14
REV2_SRR14860933	SRR14860933	PRJNA739051	SAMN19770456	target	bulk_confirmed	Sample attributes: strain=CHO-K1 derivative; tissue=AstraZeneca proprietary CHO host, derivative of CHO-K1,; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN19770456;https://www.ebi.ac.uk/ena/browser/api/xml/SRX11178680	2026-09-14
REV2_SRR14860934	SRR14860934	PRJNA739051	SAMN19770456	target	bulk_confirmed	Sample attributes: strain=CHO-K1 derivative; tissue=AstraZeneca proprietary CHO host, derivative of CHO-K1,; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN19770456;https://www.ebi.ac.uk/ena/browser/api/xml/SRX11178679	2026-09-14
REV2_SRR14860935	SRR14860935	PRJNA739051	SAMN19770456	target	bulk_confirmed	Sample attributes: strain=CHO-K1 derivative; tissue=AstraZeneca proprietary CHO host, derivative of CHO-K1,; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN19770456;https://www.ebi.ac.uk/ena/browser/api/xml/SRX11178678	2026-09-14
REV2_SRR14860936	SRR14860936	PRJNA739051	SAMN19770455	target	bulk_confirmed	Sample attributes: strain=CHO-K1 derivative; tissue=AstraZeneca proprietary CHO host, derivative of CHO-K1,; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN19770455;https://www.ebi.ac.uk/ena/browser/api/xml/SRX11178677	2026-09-14
REV2_SRR14860937	SRR14860937	PRJNA739051	SAMN19770455	target	bulk_confirmed	Sample attributes: strain=CHO-K1 derivative; tissue=AstraZeneca proprietary CHO host, derivative of CHO-K1,; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN19770455;https://www.ebi.ac.uk/ena/browser/api/xml/SRX11178676	2026-09-14
REV2_SRR14860938	SRR14860938	PRJNA739051	SAMN19770455	target	bulk_confirmed	Sample attributes: strain=CHO-K1 derivative; tissue=AstraZeneca proprietary CHO host, derivative of CHO-K1,; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN19770455;https://www.ebi.ac.uk/ena/browser/api/xml/SRX11178675	2026-09-14
REV2_SRR14860939	SRR14860939	PRJNA739051	SAMN19770454	target	bulk_confirmed	Sample attributes: strain=CHO-K1 derivative; tissue=AstraZeneca proprietary CHO host, derivative of CHO-K1,; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN19770454;https://www.ebi.ac.uk/ena/browser/api/xml/SRX11178674	2026-09-14
REV2_SRR14860940	SRR14860940	PRJNA739051	SAMN19770454	target	bulk_confirmed	Sample attributes: strain=CHO-K1 derivative; tissue=AstraZeneca proprietary CHO host, derivative of CHO-K1,; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN19770454;https://www.ebi.ac.uk/ena/browser/api/xml/SRX11178673	2026-09-14
REV2_SRR14860941	SRR14860941	PRJNA739051	SAMN19770451	target	bulk_confirmed	Sample attributes: strain=CHO-K1 derivative; tissue=AstraZeneca proprietary CHO host, derivative of CHO-K1,; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN19770451;https://www.ebi.ac.uk/ena/browser/api/xml/SRX11178672	2026-09-14
REV2_SRR14860942	SRR14860942	PRJNA739051	SAMN19770451	target	bulk_confirmed	Sample attributes: strain=CHO-K1 derivative; tissue=AstraZeneca proprietary CHO host, derivative of CHO-K1,; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN19770451;https://www.ebi.ac.uk/ena/browser/api/xml/SRX11178671	2026-09-14
REV2_SRR16980320	SRR16980320	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171165	2026-09-14
REV2_SRR16980321	SRR16980321	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171164	2026-09-14
REV2_SRR16980322	SRR16980322	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171163	2026-09-14
REV2_SRR16980323	SRR16980323	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171162	2026-09-14
REV2_SRR16980324	SRR16980324	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171161	2026-09-14
REV2_SRR16980325	SRR16980325	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171160	2026-09-14
REV2_SRR16980326	SRR16980326	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171159	2026-09-14
REV2_SRR16980327	SRR16980327	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171158	2026-09-14
REV2_SRR16980328	SRR16980328	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171157	2026-09-14
REV2_SRR16980329	SRR16980329	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171156	2026-09-14
